Customer ID	Transaction ID	Date	Gender	Age	Product Category	Quantity	Price per Unit
CUST045	45	2023-07-03	Female	55	Electronics	1	30
CUST046	46	2023-06-26	Female	20	Electronics	4	300
CUST047	47	2023-11-06	Female	40	Beauty	3	500
CUST048	48	2023-05-16	Male	54	Electronics	3	300
CUST049	49	2023-01-23	Female	54	Electronics	2	500
CUST050	50	2023-08-24	Female	27	Beauty	3	25
CUST051	51	2023-10-02	Male	27	Beauty	3	25
CUST052	52	2023-03-05	Female	36	Beauty	1	300
CUST053	53	2023-07-13	Male	34	Electronics	2	50
CUST054	54	2023-02-10	Female	38	Electronics	3	500
CUST055	55	2023-10-10	Male	31	Beauty	4	30
CUST056	56	2023-05-31	Female	26	Clothing	3	300
CUST057	57	2023-11-18	Female	63	Beauty	1	30
CUST058	58	2023-11-13	Male	18	Clothing	4	300
CUST059	59	2023-07-05	Male	62	Clothing	1	50
CUST060	60	2023-10-23	Male	30	Beauty	3	50
CUST061	61	2023-04-09	Male	21	Beauty	4	50
CUST062	62	2023-12-27	Male	18	Beauty	2	50
CUST063	63	2023-02-05	Male	57	Electronics	2	25
CUST064	64	2023-01-24	Male	49	Clothing	4	25
CUST065	65	2023-12-05	Male	51	Electronics	4	500
CUST066	66	2023-04-27	Female	45	Electronics	1	30
CUST067	67	2023-05-29	Female	48	Beauty	4	300
CUST068	68	2023-02-10	Male	25	Electronics	1	300
CUST069	69	2023-04-30	Female	56	Beauty	3	25
CUST070	70	2023-02-21	Female	43	Clothing	1	300
CUST071	71	2023-07-14	Female	51	Beauty	4	25
CUST072	72	2023-05-23	Female	20	Electronics	4	500
CUST073	73	2023-08-21	Male	29	Electronics	3	30
CUST074	74	2023-11-22	Female	18	Beauty	4	500
CUST075	75	2023-07-06	Male	61	Beauty	4	50
CUST076	76	2023-03-25	Female	22	Electronics	2	50
CUST077	77	2023-07-09	Female	47	Clothing	2	50
CUST078	78	2023-07-01	Female	47	Clothing	3	500
CUST079	79	2023-04-18	Male	34	Beauty	1	300
CUST080	80	2023-12-10	Female	64	Clothing	2	30
CUST081	81	2023-05-17	Male	40	Electronics	1	50
CUST082	82	2023-12-26	Female	32	Beauty	4	50
CUST083	83	2023-12-16	Male	54	Electronics	2	50
CUST084	84	2023-11-28	Female	38	Electronics	3	30
CUST085	85	2023-02-06	Male	31	Clothing	3	50
CUST086	86	2023-11-08	Male	19	Beauty	3	30
CUST087	87	2023-11-22	Female	28	Beauty	2	50
CUST088	88	2023-03-29	Male	56	Clothing	1	500
CUST089	89	2023-10-01	Female	55	Electronics	4	500
CUST090	90	2023-05-06	Female	51	Electronics	1	30
CUST091	91	2023-03-25	Female	55	Electronics	1	500
CUST092	92	2023-08-25	Female	51	Electronics	4	30
CUST093	93	2023-07-14	Female	35	Beauty	4	500
CUST094	94	2023-05-19	Female	47	Beauty	2	500
CUST095	95	2023-11-24	Female	32	Clothing	2	30
CUST096	96	2023-12-19	Female	44	Clothing	2	300
CUST097	97	2023-10-13	Female	51	Beauty	2	500
CUST098	98	2023-04-23	Female	55	Beauty	2	50
CUST099	99	2023-12-17	Female	50	Electronics	4	300
CUST100	100	2023-06-16	Male	41	Electronics	1	30
CUST101	101	2023-01-29	Male	32	Clothing	2	300
CUST102	102	2023-04-28	Female	47	Beauty	2	25
CUST103	103	2023-01-17	Female	59	Clothing	1	25
CUST104	104	2023-06-11	Female	34	Beauty	2	500
CUST105	105	2023-07-25	Female	22	Electronics	1	500
CUST106	106	2023-05-18	Female	46	Clothing	1	50
CUST107	107	2023-02-03	Female	21	Clothing	4	300
CUST108	108	2023-04-19	Female	27	Beauty	3	25
CUST109	109	2023-10-18	Female	34	Electronics	4	500
CUST110	110	2023-06-11	Male	27	Clothing	3	300
CUST111	111	2023-04-19	Female	34	Electronics	3	500
CUST112	112	2023-12-02	Male	37	Clothing	3	500
CUST113	113	2023-09-13	Female	41	Electronics	2	25
CUST114	114	2023-07-22	Female	22	Beauty	4	25
CUST115	115	2023-11-26	Male	51	Clothing	3	500
CUST116	116	2023-08-23	Female	23	Clothing	1	30
CUST117	117	2023-03-15	Male	19	Electronics	2	500
CUST118	118	2023-05-16	Female	30	Electronics	4	500
CUST119	119	2023-03-13	Female	60	Clothing	3	50
CUST120	120	2023-05-07	Male	60	Beauty	1	50
CUST121	121	2023-10-15	Female	28	Electronics	4	50
CUST122	122	2023-10-03	Male	64	Electronics	4	30
CUST123	123	2023-05-15	Female	40	Electronics	2	30
CUST124	124	2023-10-27	Male	33	Clothing	4	500
CUST125	125	2023-08-08	Male	48	Clothing	2	50
CUST126	126	2023-10-26	Female	28	Clothing	3	30
CUST127	127	2023-07-24	Female	33	Clothing	2	25
CUST128	128	2023-07-05	Male	25	Beauty	1	500
CUST129	129	2023-04-23	Female	21	Beauty	2	300
CUST130	130	2023-03-12	Female	57	Clothing	1	500
CUST131	131	2023-09-18	Female	21	Beauty	2	300
CUST132	132	2023-09-10	Male	42	Electronics	4	50
CUST133	133	2023-02-16	Male	20	Electronics	3	300
CUST134	134	2023-01-25	Male	49	Electronics	1	50
CUST135	135	2023-02-26	Male	20	Clothing	2	25
CUST136	136	2023-03-20	Male	44	Electronics	2	300
CUST137	137	2023-11-18	Male	46	Beauty	2	500
CUST138	138	2023-03-23	Male	49	Clothing	4	50
CUST139	139	2023-12-15	Male	36	Beauty	4	500
CUST140	140	2023-08-05	Male	38	Electronics	1	30
CUST141	141	2023-11-02	Female	22	Electronics	1	50
CUST142	142	2023-02-02	Male	35	Electronics	4	300
CUST143	143	2023-07-17	Female	45	Clothing	1	50
CUST144	144	2023-07-15	Female	59	Beauty	3	500
CUST145	145	2023-11-02	Female	39	Clothing	3	25
CUST146	146	2023-08-28	Male	38	Clothing	4	50
CUST147	147	2023-09-28	Male	23	Electronics	1	300
CUST148	148	2023-05-09	Male	18	Clothing	2	30
CUST149	149	2023-10-11	Male	22	Clothing	3	25
CUST150	150	2023-01-06	Female	58	Electronics	4	30
CUST151	151	2023-12-15	Male	29	Clothing	1	50
CUST152	152	2023-02-28	Male	43	Electronics	4	500
CUST153	153	2023-12-16	Male	63	Electronics	2	500
CUST154	154	2023-10-02	Male	51	Electronics	3	300
CUST155	155	2023-05-17	Male	31	Electronics	4	500
CUST156	156	2023-11-25	Female	43	Clothing	4	25
CUST157	157	2023-06-24	Male	62	Electronics	4	500
CUST158	158	2023-02-27	Female	44	Electronics	2	300
CUST159	159	2023-05-31	Male	26	Clothing	4	50
CUST160	160	2023-08-11	Female	43	Clothing	2	50
CUST161	161	2023-03-22	Male	64	Beauty	2	500
CUST162	162	2023-08-21	Male	39	Clothing	2	30
CUST163	163	2023-01-02	Female	64	Clothing	3	50
CUST164	164	2023-05-15	Female	47	Beauty	3	500
CUST165	165	2023-09-14	Female	60	Clothing	4	300
CUST166	166	2023-04-02	Male	34	Clothing	4	500
CUST167	167	2023-09-17	Female	43	Clothing	3	50
CUST168	168	2023-02-24	Male	53	Clothing	1	300
CUST169	169	2023-11-17	Male	18	Beauty	3	500
CUST170	170	2023-06-02	Female	25	Clothing	2	25
CUST171	171	2023-11-24	Female	52	Clothing	3	300
CUST172	172	2023-09-17	Male	32	Beauty	2	25
CUST173	173	2023-11-08	Male	64	Electronics	4	30
CUST174	174	2023-04-12	Female	39	Beauty	1	300
CUST175	175	2023-03-20	Female	31	Electronics	4	25
CUST176	176	2023-07-11	Female	43	Beauty	2	50
CUST177	177	2023-03-24	Male	45	Beauty	2	50
CUST178	178	2023-10-04	Male	40	Clothing	2	30
CUST179	179	2023-09-29	Male	31	Electronics	1	300
CUST180	180	2023-01-01	Male	41	Clothing	3	300
CUST181	181	2023-11-03	Male	19	Electronics	4	300
CUST182	182	2023-06-15	Male	62	Beauty	4	30
CUST183	183	2023-09-08	Female	43	Beauty	3	300
CUST184	184	2023-01-10	Male	31	Electronics	4	50
CUST185	185	2023-02-27	Male	24	Clothing	1	25
CUST186	186	2023-07-05	Male	20	Clothing	4	50
CUST187	187	2023-06-07	Female	64	Clothing	2	50
CUST188	188	2023-05-03	Male	40	Clothing	3	25
CUST189	189	2023-01-30	Male	63	Beauty	1	50
CUST190	190	2023-05-04	Female	60	Beauty	3	30
CUST191	191	2023-10-18	Male	64	Beauty	1	25
CUST192	192	2023-02-10	Male	62	Beauty	2	50
CUST193	193	2023-02-13	Male	35	Beauty	3	500
CUST194	194	2023-09-06	Male	55	Clothing	4	50
CUST195	195	2023-02-05	Male	52	Clothing	1	30
CUST196	196	2023-09-30	Female	32	Clothing	3	300
CUST197	197	2023-03-06	Female	42	Clothing	4	50
CUST198	198	2023-03-07	Female	54	Beauty	3	300
CUST199	199	2023-12-04	Male	45	Beauty	3	500
CUST200	200	2023-09-01	Male	27	Beauty	3	50
CUST201	201	2023-10-09	Male	56	Electronics	1	25
CUST202	202	2023-03-26	Female	34	Clothing	4	300
CUST203	203	2023-05-16	Male	56	Clothing	2	500
CUST204	204	2023-09-28	Male	39	Beauty	1	25
CUST205	205	2023-11-07	Female	43	Clothing	1	25
CUST206	206	2023-08-05	Male	61	Clothing	1	25
CUST207	207	2023-04-19	Female	42	Beauty	2	25
CUST208	208	2023-10-04	Female	34	Electronics	4	50
CUST209	209	2023-12-20	Female	30	Electronics	4	50
CUST210	210	2023-04-13	Male	37	Electronics	4	50
CUST211	211	2024-01-01	Male	42	Beauty	3	500
CUST212	212	2023-06-09	Male	21	Clothing	3	500
CUST213	213	2023-07-24	Male	27	Beauty	3	500
CUST214	214	2023-12-10	Male	20	Beauty	2	30
CUST215	215	2023-11-29	Male	58	Clothing	3	500
CUST216	216	2023-07-11	Male	62	Electronics	2	50
CUST217	217	2023-08-13	Female	35	Electronics	4	50
CUST218	218	2023-09-22	Male	64	Beauty	3	30
CUST219	219	2023-08-20	Female	53	Electronics	3	30
CUST220	220	2023-03-03	Male	64	Beauty	1	500
CUST221	221	2023-05-07	Male	39	Beauty	2	300
CUST222	222	2023-04-26	Male	51	Clothing	4	30
CUST223	223	2023-02-02	Female	64	Clothing	1	25
CUST224	224	2023-06-23	Female	25	Clothing	1	50
CUST225	225	2023-01-11	Female	57	Beauty	4	25
CUST226	226	2023-10-29	Female	61	Clothing	1	50
CUST227	227	2023-10-11	Male	36	Electronics	2	50
CUST228	228	2023-04-28	Female	59	Electronics	2	30
CUST229	229	2023-10-29	Male	58	Beauty	3	30
CUST230	230	2023-04-23	Male	54	Beauty	1	25
CUST231	231	2023-01-04	Female	23	Clothing	3	50
CUST232	232	2023-02-06	Female	43	Beauty	1	25
CUST233	233	2023-12-29	Female	51	Beauty	2	300
CUST234	234	2023-11-20	Female	62	Electronics	2	25
CUST235	235	2023-01-31	Female	23	Electronics	2	500
CUST236	236	2023-04-28	Female	54	Clothing	1	25
CUST237	237	2023-02-04	Female	50	Beauty	2	500
CUST238	238	2023-01-17	Female	39	Beauty	1	500
CUST239	239	2023-06-19	Male	38	Electronics	3	500
CUST240	240	2023-02-06	Female	23	Beauty	1	300
CUST241	241	2023-09-21	Female	23	Electronics	3	25
CUST242	242	2023-05-02	Male	21	Clothing	1	25
CUST243	243	2023-05-23	Female	47	Electronics	3	300
CUST244	244	2023-12-09	Male	28	Beauty	2	50
CUST245	245	2023-09-06	Male	47	Clothing	3	30
CUST246	246	2023-04-20	Female	48	Electronics	2	25
CUST247	247	2023-10-04	Male	41	Electronics	2	30
CUST248	248	2023-03-09	Male	26	Clothing	3	300
CUST249	249	2023-10-20	Male	20	Clothing	1	50
CUST250	250	2023-10-23	Male	48	Electronics	1	50
CUST251	251	2023-08-31	Female	57	Beauty	4	50
CUST252	252	2023-05-05	Male	54	Electronics	1	300
CUST253	253	2023-08-31	Female	53	Clothing	4	500
CUST254	254	2023-07-28	Male	41	Electronics	1	500
CUST255	255	2023-04-08	Male	48	Clothing	1	30
CUST256	256	2023-02-18	Male	23	Clothing	2	500
CUST257	257	2023-02-19	Male	19	Beauty	4	500
CUST258	258	2023-12-04	Female	37	Clothing	1	50
CUST259	259	2023-08-09	Female	45	Clothing	4	50
CUST260	260	2023-07-01	Male	28	Beauty	2	30
CUST261	261	2023-08-05	Male	21	Clothing	2	25
CUST262	262	2023-07-30	Female	32	Beauty	4	30
CUST263	263	2023-08-28	Male	23	Beauty	2	30
CUST264	264	2023-01-28	Male	47	Clothing	3	300
CUST265	265	2023-12-11	Male	55	Clothing	3	300
CUST266	266	2023-12-01	Female	19	Electronics	2	30
CUST267	267	2023-11-27	Female	32	Beauty	3	30
CUST268	268	2023-02-20	Female	28	Electronics	1	30
CUST269	269	2023-02-01	Male	25	Clothing	4	500
CUST270	270	2023-07-26	Male	43	Electronics	1	300
CUST271	271	2023-06-23	Female	62	Beauty	4	30
CUST272	272	2023-02-25	Female	61	Electronics	2	50
CUST273	273	2023-05-08	Female	22	Beauty	1	50
CUST274	274	2023-04-09	Female	23	Clothing	2	500
CUST275	275	2023-04-08	Male	43	Clothing	2	500
CUST276	276	2023-10-02	Female	21	Beauty	4	25
CUST277	277	2023-08-18	Male	36	Clothing	4	25
CUST278	278	2023-03-13	Female	37	Clothing	4	25
CUST279	279	2023-08-05	Male	50	Clothing	1	500
CUST280	280	2023-04-04	Female	37	Clothing	3	500
CUST281	281	2023-05-23	Female	29	Beauty	4	500
CUST282	282	2023-08-25	Female	64	Electronics	4	50
CUST283	283	2023-05-08	Female	18	Electronics	1	500
CUST284	284	2023-02-08	Male	43	Clothing	4	50
CUST285	285	2023-08-15	Female	31	Electronics	1	25
CUST286	286	2023-10-09	Male	55	Electronics	2	25
CUST287	287	2023-02-20	Male	54	Clothing	4	25
CUST288	288	2023-01-26	Male	28	Clothing	4	30
CUST289	289	2023-11-30	Male	53	Electronics	2	30
CUST290	290	2023-10-04	Female	30	Beauty	2	300
CUST291	291	2023-01-08	Male	60	Clothing	2	300
CUST292	292	2023-02-17	Male	20	Beauty	4	300
CUST293	293	2023-05-02	Male	50	Electronics	3	30
CUST294	294	2023-03-27	Female	23	Clothing	3	30
CUST295	295	2023-07-28	Female	27	Beauty	3	300
CUST296	296	2023-09-06	Female	22	Clothing	4	300
CUST297	297	2023-09-04	Female	40	Electronics	2	500
CUST298	298	2023-04-20	Male	27	Beauty	4	300
CUST299	299	2023-07-25	Male	61	Electronics	2	500
CUST300	300	2023-01-31	Female	19	Electronics	4	50
CUST301	301	2023-03-26	Male	30	Clothing	4	30
CUST302	302	2023-07-14	Male	57	Beauty	2	300
CUST303	303	2023-01-02	Male	19	Electronics	3	30
CUST304	304	2023-07-19	Female	37	Electronics	2	30
CUST305	305	2023-05-16	Female	18	Beauty	1	30
CUST306	306	2023-08-21	Male	54	Electronics	1	50
CUST307	307	2023-05-27	Female	26	Electronics	2	25
CUST308	308	2023-08-05	Female	34	Beauty	4	300
CUST309	309	2023-12-23	Female	26	Beauty	1	25
CUST310	310	2023-10-12	Female	28	Beauty	1	25
CUST311	311	2023-12-05	Female	32	Beauty	4	25
CUST312	312	2023-09-07	Male	41	Clothing	4	30
CUST313	313	2023-03-21	Female	55	Beauty	3	500
CUST314	314	2023-04-08	Male	52	Clothing	4	30
CUST315	315	2023-06-01	Male	47	Clothing	2	30
CUST316	316	2023-04-22	Female	48	Clothing	2	25
CUST317	317	2023-01-30	Male	22	Electronics	3	30
CUST318	318	2023-10-24	Male	61	Clothing	1	25
CUST319	319	2023-10-05	Male	31	Clothing	1	500
CUST320	320	2023-02-01	Female	28	Electronics	4	300
CUST321	321	2023-06-10	Female	26	Electronics	2	25
CUST322	322	2023-01-30	Male	51	Electronics	1	500
CUST323	323	2023-01-26	Female	29	Beauty	3	300
CUST324	324	2023-10-27	Female	52	Electronics	3	50
CUST325	325	2023-09-02	Female	52	Electronics	2	25
CUST326	326	2023-09-15	Female	18	Clothing	3	25
CUST327	327	2023-09-29	Male	57	Electronics	3	50
CUST328	328	2023-03-22	Male	39	Beauty	2	50
CUST329	329	2023-01-30	Female	46	Electronics	4	25
CUST330	330	2023-09-18	Female	25	Beauty	4	50
CUST331	331	2023-02-11	Male	28	Electronics	3	30
CUST332	332	2023-04-06	Male	58	Electronics	4	300
CUST333	333	2023-02-05	Female	54	Electronics	4	300
CUST334	334	2023-11-01	Male	31	Electronics	3	300
CUST335	335	2023-02-04	Female	47	Beauty	4	30
CUST336	336	2023-12-12	Female	52	Beauty	3	50
CUST337	337	2023-05-01	Male	38	Clothing	1	500
CUST338	338	2023-07-26	Male	54	Beauty	2	50
CUST339	339	2023-03-03	Female	22	Electronics	2	25
CUST340	340	2023-10-19	Female	36	Clothing	4	300
CUST341	341	2023-05-07	Male	31	Clothing	4	50
CUST342	342	2023-10-24	Female	43	Clothing	4	500
CUST343	343	2023-11-01	Male	21	Electronics	2	25
CUST344	344	2023-01-21	Female	42	Beauty	1	30
CUST345	345	2023-11-14	Male	62	Electronics	1	30
CUST346	346	2023-02-11	Male	59	Clothing	2	500
CUST347	347	2023-08-03	Male	42	Electronics	1	25
CUST348	348	2023-12-03	Female	35	Electronics	2	300
CUST349	349	2023-10-26	Female	57	Beauty	1	50
CUST350	350	2023-10-17	Male	25	Beauty	3	25
CUST351	351	2023-09-25	Female	56	Clothing	3	30
CUST352	352	2023-06-11	Male	57	Electronics	2	500
CUST353	353	2023-05-14	Male	31	Electronics	1	500
CUST354	354	2023-04-15	Female	49	Beauty	4	50
CUST355	355	2023-12-09	Female	55	Electronics	1	500
CUST356	356	2023-06-10	Male	50	Electronics	3	500
CUST357	357	2023-05-03	Female	40	Electronics	3	25
CUST358	358	2023-05-16	Female	32	Beauty	1	300
CUST359	359	2023-07-22	Male	50	Clothing	1	50
CUST360	360	2023-03-09	Male	42	Clothing	4	25
CUST361	361	2023-12-10	Female	34	Electronics	4	300
CUST362	362	2023-11-27	Male	50	Clothing	1	25
CUST363	363	2023-06-03	Male	64	Beauty	1	25
CUST364	364	2023-08-23	Female	19	Beauty	1	500
CUST365	365	2023-06-11	Male	31	Clothing	1	300
CUST366	366	2023-02-07	Male	57	Clothing	2	50
CUST367	367	2023-01-05	Female	57	Electronics	1	50
CUST368	368	2023-08-23	Female	56	Clothing	4	300
CUST369	369	2023-11-15	Male	23	Electronics	3	500
CUST370	370	2023-10-16	Male	23	Electronics	2	30
CUST371	371	2023-02-21	Female	20	Beauty	1	25
CUST372	372	2023-02-07	Female	24	Beauty	3	500
CUST373	373	2023-10-03	Female	25	Beauty	2	300
CUST374	374	2023-04-20	Female	59	Beauty	3	25
CUST375	375	2023-09-17	Male	32	Clothing	1	50
CUST376	376	2023-05-16	Female	64	Beauty	1	30
CUST377	377	2023-03-09	Female	46	Clothing	4	50
CUST378	378	2023-06-28	Male	50	Beauty	1	300
CUST379	379	2023-02-05	Female	47	Clothing	1	25
CUST380	380	2023-05-06	Male	56	Electronics	2	300
CUST381	381	2023-07-09	Female	44	Clothing	4	25
CUST382	382	2023-05-26	Female	53	Clothing	2	500
CUST383	383	2023-03-22	Female	46	Beauty	3	30
CUST384	384	2023-08-13	Male	55	Clothing	1	500
CUST385	385	2023-10-06	Male	50	Electronics	3	500
CUST386	386	2023-12-27	Female	54	Electronics	2	300
CUST387	387	2023-06-04	Male	44	Beauty	1	30
CUST388	388	2023-11-10	Male	50	Electronics	1	25
CUST389	389	2023-12-01	Male	21	Clothing	2	25
CUST390	390	2023-09-28	Male	39	Electronics	2	50
CUST391	391	2023-01-05	Male	19	Beauty	2	25
CUST392	392	2023-12-08	Male	27	Clothing	2	300
CUST393	393	2023-10-11	Female	22	Beauty	2	500
CUST394	394	2023-06-03	Female	27	Clothing	1	500
CUST395	395	2023-12-06	Male	50	Electronics	2	500
CUST396	396	2023-02-23	Female	55	Beauty	1	30
CUST397	397	2023-03-10	Female	30	Beauty	1	25
CUST398	398	2023-05-16	Female	48	Clothing	2	300
CUST399	399	2023-03-01	Female	64	Beauty	2	30
CUST400	400	2023-02-24	Male	53	Clothing	4	50
CUST401	401	2023-10-11	Female	62	Clothing	1	300
CUST402	402	2023-03-21	Female	41	Clothing	2	300
CUST403	403	2023-05-20	Male	32	Clothing	2	300
CUST404	404	2023-05-25	Male	46	Electronics	2	500
CUST405	405	2023-11-06	Female	25	Clothing	4	300
CUST406	406	2023-04-18	Female	22	Beauty	4	25
CUST407	407	2023-06-25	Female	46	Electronics	3	300
CUST408	408	2023-04-15	Female	64	Beauty	1	500
CUST409	409	2023-12-18	Female	21	Electronics	3	300
CUST410	410	2023-11-21	Female	29	Clothing	2	50
CUST411	411	2023-05-16	Male	62	Electronics	4	50
CUST412	412	2023-09-16	Female	19	Electronics	4	500
CUST413	413	2023-09-08	Female	44	Beauty	3	25
CUST414	414	2023-05-09	Male	48	Beauty	4	25
CUST415	415	2023-01-27	Male	53	Clothing	2	30
CUST416	416	2023-02-17	Male	53	Electronics	4	500
CUST417	417	2023-11-21	Male	43	Electronics	3	300
CUST418	418	2023-08-05	Female	60	Electronics	2	500
CUST419	419	2023-05-22	Female	44	Clothing	3	30
CUST420	420	2023-01-23	Female	22	Clothing	4	500
CUST421	421	2023-01-02	Female	37	Clothing	3	500
CUST422	422	2023-06-20	Female	28	Clothing	3	30
CUST423	423	2023-03-08	Female	27	Clothing	1	25
CUST424	424	2023-11-23	Male	57	Beauty	4	300
CUST425	425	2023-05-15	Female	55	Electronics	4	30
CUST426	426	2023-03-24	Male	23	Electronics	3	50
CUST427	427	2023-08-15	Male	25	Electronics	1	25
CUST428	428	2023-10-10	Female	40	Electronics	4	50
CUST429	429	2023-12-28	Male	64	Electronics	2	25
CUST430	430	2023-08-07	Female	43	Electronics	3	300
CUST431	431	2023-10-15	Male	63	Electronics	4	300
CUST432	432	2023-01-05	Female	60	Electronics	2	500
CUST433	433	2023-02-27	Male	29	Beauty	4	50
CUST434	434	2023-02-08	Female	43	Electronics	2	25
CUST435	435	2023-12-20	Female	30	Beauty	3	300
CUST436	436	2023-03-18	Female	57	Clothing	4	30
CUST437	437	2023-10-07	Female	35	Electronics	4	300
CUST438	438	2023-01-19	Female	42	Clothing	1	30
CUST439	439	2023-07-09	Male	50	Clothing	3	25
CUST440	440	2023-10-26	Male	64	Clothing	2	300
CUST441	441	2023-10-10	Male	57	Beauty	4	300
CUST442	442	2023-03-17	Female	60	Clothing	4	25
CUST443	443	2023-08-09	Male	29	Clothing	2	300
CUST444	444	2023-03-07	Female	61	Clothing	3	30
CUST445	445	2023-01-22	Female	53	Electronics	1	300
CUST446	446	2023-06-07	Male	21	Electronics	1	50
CUST447	447	2023-07-06	Male	22	Beauty	4	500
CUST448	448	2023-01-21	Female	54	Beauty	2	30
CUST449	449	2023-07-03	Male	25	Electronics	4	50
CUST450	450	2023-04-18	Female	59	Beauty	2	25
CUST451	451	2023-12-16	Female	45	Electronics	1	30
CUST452	452	2023-05-08	Female	48	Clothing	3	500
CUST453	453	2023-12-08	Female	26	Clothing	2	500
CUST454	454	2023-02-22	Female	46	Beauty	1	25
CUST455	455	2023-07-01	Male	31	Electronics	4	25
CUST456	456	2023-10-14	Male	57	Electronics	2	30
CUST457	457	2023-07-28	Female	58	Beauty	3	300
CUST458	458	2023-11-14	Female	39	Electronics	4	25
CUST459	459	2023-03-21	Male	28	Clothing	4	300
CUST460	460	2023-05-02	Male	40	Beauty	1	50
CUST461	461	2023-03-25	Female	18	Beauty	2	500
CUST462	462	2023-04-01	Male	63	Electronics	4	300
CUST463	463	2023-07-31	Female	54	Beauty	3	500
CUST464	464	2023-01-13	Male	38	Electronics	2	300
CUST465	465	2023-04-02	Female	43	Electronics	3	50
CUST466	466	2023-06-20	Male	63	Electronics	4	25
CUST467	467	2023-07-30	Female	53	Electronics	3	50
CUST468	468	2023-12-09	Male	40	Electronics	1	25
CUST469	469	2023-05-08	Male	18	Beauty	3	25
CUST470	470	2023-05-17	Female	57	Clothing	2	500
CUST471	471	2023-03-23	Male	32	Clothing	3	50
CUST472	472	2023-12-26	Female	38	Beauty	3	300
CUST473	473	2023-02-25	Male	64	Beauty	1	50
CUST474	474	2023-07-15	Female	26	Clothing	3	500
CUST475	475	2023-01-20	Male	26	Clothing	3	25
CUST476	476	2023-08-29	Female	27	Clothing	4	500
CUST477	477	2023-04-24	Male	43	Clothing	4	30
CUST478	478	2023-04-13	Female	58	Clothing	2	30
CUST479	479	2023-08-24	Male	52	Electronics	4	300
CUST480	480	2023-06-29	Female	42	Beauty	4	500
CUST481	481	2023-06-06	Female	43	Electronics	4	300
CUST482	482	2023-04-27	Female	28	Clothing	4	300
CUST483	483	2023-04-25	Male	55	Clothing	1	30
CUST484	484	2023-01-13	Female	19	Clothing	4	300
CUST485	485	2023-12-04	Male	24	Electronics	1	30
CUST486	486	2023-04-09	Female	35	Electronics	1	25
CUST487	487	2023-07-24	Male	44	Clothing	4	500
CUST488	488	2023-06-18	Female	51	Electronics	3	300
CUST489	489	2023-05-23	Male	44	Electronics	1	30
CUST490	490	2023-02-05	Male	34	Clothing	3	50
CUST491	491	2023-05-23	Female	60	Electronics	3	300
CUST492	492	2023-06-29	Male	61	Beauty	4	25
CUST493	493	2023-11-25	Male	41	Beauty	2	25
CUST494	494	2023-09-18	Female	42	Beauty	4	50
CUST495	495	2023-07-24	Male	24	Beauty	2	30
